customer_id,transaction_count,total_transaction_value,avg_transaction_value
CUST000449,16,37193.26,2324.58
CUST037635,24,37192.64,1549.69
CUST034286,22,37192.42,1690.56
CUST024813,26,37192.26,1430.47
CUST019775,28,37192.14,1328.29
CUST002653,15,37191.62,2479.44
CUST028850,18,37190.96,2066.16
CUST034728,24,37190.76,1549.62
CUST035109,18,37190.52,2066.14
CUST046191,23,37190.33,1616.97
CUST025729,21,37190.05,1770.95
CUST037847,23,37189.16,1616.92
CUST026865,21,37188.31,1770.87
CUST044110,21,37188.02,1770.86
CUST034434,21,37187.94,1770.85
CUST044641,12,37184.5,3098.71
CUST042290,17,37184.47,2187.32
CUST021852,19,37184.12,1957.06
CUST011849,19,37182.85,1956.99
CUST021397,18,37181.7,2065.65
CUST035923,15,37180.53,2478.7
CUST014423,19,37179.89,1956.84
CUST008112,12,37178.21,3098.18
CUST021626,18,37178.03,2065.45
CUST000380,17,37177.72,2186.92
CUST042390,19,37176.36,1956.65
CUST025133,16,37176.07,2323.5
CUST014113,22,37176.06,1689.82
CUST044368,23,37174.07,1616.26
CUST017439,17,37173.62,2186.68
CUST040174,18,37171.78,2065.1
CUST010511,18,37170.2,2065.01
CUST010208,22,37169.76,1689.53
CUST021466,16,37169.65,2323.1
CUST001783,24,37169.48,1548.73
CUST036729,18,37168.97,2064.94
CUST018827,13,37168.83,2859.14
CUST033030,26,37167.87,1429.53
CUST001976,23,37167.83,1615.99
CUST003495,20,37167.3,1858.36
CUST032180,23,37167.07,1615.96
CUST003344,23,37165.15,1615.88
CUST007152,26,37163.75,1429.38
CUST042856,22,37162.72,1689.21
CUST006782,21,37159.63,1769.51
CUST028051,20,37158.15,1857.91
CUST029208,23,37156.24,1615.49
CUST034177,24,37155.97,1548.17
CUST028918,28,37155.09,1326.97
CUST008852,22,37154.28,1688.83
CUST014040,19,37153.75,1955.46
CUST026502,22,37152.8,1688.76
CUST014080,13,37152.54,2857.89
CUST027009,19,37150.46,1955.29
CUST049351,20,37150.33,1857.52
CUST024447,21,37149.31,1769.01
CUST024020,15,37148.02,2476.53
CUST028855,17,37145.94,2185.06
CUST007466,18,37143.26,2063.51
CUST015562,19,37143.03,1954.9
CUST049320,18,37142.41,2063.47
CUST014256,27,37142.0,1375.63
CUST035464,19,37140.93,1954.79
CUST044168,24,37140.76,1547.53
CUST019795,18,37140.3,2063.35
CUST019350,22,37139.48,1688.16
CUST044071,27,37138.94,1375.52
CUST042423,17,37138.31,2184.61
CUST040775,21,37137.89,1768.47
CUST017340,21,37135.92,1768.38
CUST004913,22,37135.04,1687.96
CUST047669,22,37133.47,1687.89
CUST042099,14,37131.86,2652.28
CUST000951,16,37131.28,2320.71
CUST016208,18,37129.97,2062.78
CUST039853,24,37128.77,1547.03
CUST006448,23,37128.29,1614.27
CUST039195,26,37127.59,1427.98
CUST047243,25,37127.53,1485.1
CUST012629,26,37125.75,1427.91
CUST028256,20,37125.52,1856.28
CUST045024,25,37123.35,1484.93
CUST045283,16,37123.25,2320.2
CUST027741,14,37123.24,2651.66
CUST005700,23,37123.21,1614.05
CUST045566,17,37123.01,2183.71
CUST026742,24,37122.64,1546.78
CUST018760,21,37121.26,1767.68
CUST027617,20,37120.76,1856.04
CUST041723,21,37117.55,1767.5
CUST033471,20,37113.36,1855.67
CUST008950,19,37113.03,1953.32
CUST043987,26,37112.31,1427.4
CUST018925,24,37112.15,1546.34
CUST013600,18,37111.02,2061.72
CUST005942,24,37110.5,1546.27
CUST022284,20,37109.79,1855.49
CUST010949,18,37109.74,2061.65
CUST026965,15,37108.14,2473.88
CUST013158,25,37105.71,1484.23
CUST021625,17,37104.74,2182.63
CUST004417,17,37104.3,2182.61
CUST022126,20,37102.67,1855.13
CUST048042,17,37101.79,2182.46
CUST004988,24,37098.63,1545.78
CUST003312,20,37096.77,1854.84
CUST025552,18,37094.72,2060.82
CUST040682,15,37093.93,2472.93
CUST028907,21,37093.49,1766.36
CUST005890,22,37093.01,1686.05
CUST013632,26,37092.25,1426.62
CUST015286,20,37091.84,1854.59
CUST035898,24,37091.21,1545.47
CUST033739,20,37091.08,1854.55
CUST036102,27,37090.8,1373.73
CUST012751,16,37088.53,2318.03
CUST040331,22,37087.63,1685.8
CUST026430,22,37086.79,1685.76
CUST036717,21,37083.19,1765.87
CUST026955,18,37082.83,2060.16
CUST044436,22,37082.64,1685.57
CUST001901,25,37082.6,1483.3
CUST032376,20,37080.33,1854.02
CUST016169,23,37079.2,1612.14
CUST009041,16,37078.95,2317.43
CUST032631,21,37077.51,1765.6
CUST023419,23,37076.97,1612.04
CUST034302,21,37076.84,1765.56
CUST039124,16,37076.72,2317.3
CUST010963,18,37074.71,2059.71
CUST046274,25,37074.28,1482.97
CUST031146,24,37073.86,1544.74
CUST033342,22,37073.67,1685.17
CUST021922,27,37073.02,1373.07
CUST028448,19,37072.25,1951.17
CUST018317,23,37070.43,1611.76
CUST007952,18,37069.8,2059.43
CUST020903,19,37068.45,1950.97
CUST018075,17,37068.33,2180.49
CUST025946,25,37062.98,1482.52
CUST028653,18,37062.77,2059.04
CUST041441,19,37062.74,1950.67
CUST032613,22,37062.59,1684.66
CUST040067,23,37060.68,1611.33
CUST034504,31,37060.44,1195.5
CUST002325,24,37058.53,1544.11
CUST014771,20,37054.27,1852.71
CUST045320,22,37052.85,1684.22
CUST030991,16,37052.25,2315.77
CUST021806,25,37051.84,1482.07
CUST030899,19,37051.4,1950.07
CUST044088,17,37051.18,2179.48
CUST024921,16,37051.15,2315.7
CUST030887,23,37050.6,1610.9
CUST015843,15,37050.29,2470.02
CUST049089,29,37049.64,1277.57
CUST008983,24,37048.93,1543.71
CUST010049,25,37048.88,1481.96
CUST030175,16,37047.67,2315.48
CUST025617,22,37047.16,1683.96
CUST045035,20,37046.47,1852.32
CUST029211,25,37044.51,1481.78
CUST032212,15,37043.72,2469.58
CUST029378,23,37040.38,1610.45
CUST045032,20,37039.12,1851.96
CUST006978,25,37039.09,1481.56
CUST044066,21,37034.61,1763.55
CUST024580,27,37033.97,1371.63
CUST041850,26,37032.1,1424.31
CUST049892,25,37030.32,1481.21
CUST020121,13,37030.11,2848.47
CUST001351,23,37027.31,1609.88
CUST032302,19,37027.25,1948.8
CUST037062,23,37024.4,1609.76
CUST004962,28,37023.07,1322.25
CUST013706,18,37022.45,2056.8
CUST007555,13,37021.29,2847.79
CUST038397,24,37021.16,1542.55
CUST014329,21,37020.62,1762.89
CUST018279,24,37020.04,1542.5
CUST037484,17,37020.04,2177.65
CUST009969,21,37019.89,1762.85
CUST005872,16,37018.89,2313.68
CUST032776,24,37018.56,1542.44
CUST038365,20,37017.1,1850.86
CUST013175,26,37017.09,1423.73
CUST029461,22,37014.77,1682.49
CUST041200,20,37013.72,1850.69
CUST032454,16,37013.15,2313.32
CUST034821,18,37013.08,2056.28
CUST031000,18,37012.91,2056.27
CUST045811,17,37012.8,2177.22
CUST017535,26,37012.78,1423.57
CUST027816,22,37011.67,1682.35
CUST011562,21,37011.56,1762.46
CUST018840,22,37010.95,1682.32
CUST004726,18,37010.05,2056.11
CUST046247,21,37010.0,1762.38
CUST013007,17,37008.72,2176.98
CUST018475,17,37005.17,2176.77
CUST016352,22,37004.45,1682.02
CUST019512,23,37002.42,1608.8
CUST008151,17,37001.84,2176.58
CUST005899,16,37001.22,2312.58
CUST047103,22,36999.02,1681.77
CUST047456,19,36998.88,1947.31
CUST038828,20,36998.0,1849.9
CUST044098,21,36997.42,1761.78
CUST025464,12,36996.57,3083.05
CUST039306,20,36996.45,1849.82
CUST039094,24,36995.23,1541.47
CUST045872,17,36994.6,2176.15
CUST039955,21,36992.55,1761.55
CUST033929,16,36992.01,2312.0
CUST024911,21,36991.09,1761.48
CUST021721,17,36990.68,2175.92
CUST024303,24,36989.5,1541.23
CUST036075,17,36989.06,2175.83
CUST046563,21,36987.74,1761.32
CUST020871,22,36987.29,1681.24
CUST026664,23,36987.16,1608.14
CUST027349,24,36986.98,1541.12
CUST041766,19,36986.3,1946.65
CUST042372,22,36985.7,1681.17
CUST027661,19,36983.43,1946.5
CUST001100,26,36983.31,1422.44
CUST034694,22,36982.19,1681.01
CUST044387,19,36980.51,1946.34
CUST018250,19,36980.16,1946.32
CUST006263,21,36979.62,1760.93
CUST044398,19,36978.98,1946.26
CUST040234,19,36977.34,1946.18
CUST047028,14,36976.75,2641.2
CUST046487,20,36976.37,1848.82
CUST003825,23,36976.34,1607.67
CUST027155,21,36976.07,1760.77
CUST012222,14,36975.97,2641.14
CUST045012,25,36975.79,1479.03
CUST040893,19,36975.66,1946.09
CUST038304,14,36975.5,2641.11
CUST028353,16,36974.9,2310.93
CUST039784,16,36974.49,2310.91
CUST036194,14,36974.47,2641.03
CUST009604,18,36973.46,2054.08
CUST022235,20,36973.23,1848.66
CUST024400,20,36972.03,1848.6
CUST037879,24,36971.94,1540.5
CUST036156,20,36971.39,1848.57
CUST037609,22,36970.96,1680.5
CUST038268,24,36970.13,1540.42
CUST026006,14,36969.68,2640.69
CUST040316,16,36968.11,2310.51
CUST042565,19,36964.53,1945.5
CUST013222,26,36963.22,1421.66
CUST002430,20,36961.84,1848.09
CUST019381,20,36961.25,1848.06
CUST040996,20,36960.11,1848.01
CUST001606,24,36959.99,1540.0
CUST046689,21,36958.96,1759.95
CUST032062,17,36957.55,2173.97
CUST032562,20,36956.79,1847.84
CUST021283,20,36955.93,1847.8
CUST032111,23,36955.03,1606.74
CUST001652,21,36954.61,1759.74
CUST005929,25,36954.41,1478.18
CUST016466,20,36953.14,1847.66
CUST048912,13,36951.15,2842.4
CUST049133,16,36950.78,2309.42
CUST006381,22,36950.72,1679.58
CUST044611,18,36950.67,2052.82
CUST019318,23,36950.16,1606.53
CUST003948,16,36950.05,2309.38
CUST044213,24,36948.42,1539.52
CUST031631,20,36945.98,1847.3
CUST020291,13,36945.43,2841.96
CUST035943,21,36944.05,1759.24
CUST036115,20,36942.22,1847.11
CUST013905,21,36941.36,1759.11
CUST046150,21,36941.01,1759.1
CUST031387,24,36939.57,1539.15
CUST046037,18,36939.24,2052.18
CUST017549,17,36939.05,2172.89
CUST045687,18,36938.9,2052.16
CUST033036,23,36937.47,1605.98
CUST019600,13,36937.36,2841.34
CUST040701,23,36937.11,1605.96
CUST000356,21,36936.84,1758.9
CUST012146,19,36934.84,1943.94
CUST000056,23,36934.74,1605.86
CUST029082,24,36934.57,1538.94
CUST034850,21,36934.5,1758.79
CUST041596,22,36934.26,1678.83
CUST021170,22,36932.96,1678.77
CUST022421,24,36932.74,1538.86
CUST029457,14,36930.2,2637.87
CUST004254,21,36928.4,1758.5
CUST010185,25,36927.63,1477.11
CUST037921,33,36927.0,1119.0
CUST018307,19,36926.27,1943.49
CUST040749,16,36925.58,2307.85
CUST045299,18,36925.0,2051.39
CUST015428,23,36924.54,1605.41
CUST009763,20,36923.28,1846.16
CUST010509,18,36921.7,2051.21
CUST038639,25,36919.82,1476.79
CUST022975,17,36919.56,2171.74
CUST037057,14,36919.56,2637.11
CUST031883,29,36919.46,1273.08
CUST027010,24,36919.28,1538.3
CUST000673,16,36917.87,2307.37
CUST008005,18,36917.7,2050.98
CUST005876,23,36916.27,1605.06
CUST000790,19,36916.21,1942.96
CUST005813,17,36915.95,2171.53
CUST005129,20,36915.89,1845.79
CUST030336,19,36915.87,1942.94
CUST000938,18,36915.49,2050.86
CUST015000,22,36915.07,1677.96
CUST022104,22,36914.28,1677.92
CUST026399,18,36914.27,2050.79
CUST023905,18,36913.42,2050.75
CUST022611,21,36912.51,1757.74
CUST005115,23,36912.41,1604.89
CUST049146,12,36912.34,3076.03
CUST044888,14,36912.09,2636.58
CUST040737,15,36912.08,2460.81
CUST032065,23,36911.79,1604.86
CUST004553,24,36910.42,1537.93
CUST025425,18,36909.16,2050.51
CUST021449,20,36908.62,1845.43
CUST040088,20,36907.95,1845.4
CUST014722,19,36907.02,1942.47
CUST021351,18,36906.83,2050.38
CUST048394,17,36906.73,2170.98
CUST020398,21,36906.61,1757.46
CUST042548,19,36905.95,1942.42
CUST035863,21,36904.06,1757.34
CUST033055,16,36903.87,2306.49
CUST024202,19,36903.58,1942.29
CUST012153,26,36902.44,1419.32
CUST049046,20,36900.55,1845.03
CUST047645,22,36900.46,1677.29
CUST030289,20,36899.37,1844.97
CUST033202,18,36899.12,2049.95
CUST002250,22,36897.94,1677.18
CUST006975,21,36897.58,1757.03
CUST034445,17,36895.94,2170.35
CUST045502,16,36892.79,2305.8
CUST016149,18,36892.77,2049.6
CUST021133,24,36892.52,1537.19
CUST000839,22,36890.84,1676.86
CUST031567,23,36890.49,1603.93
CUST003546,18,36889.59,2049.42
CUST008673,22,36887.98,1676.73
CUST025438,15,36887.8,2459.19
CUST035616,17,36887.27,2169.84
CUST048128,17,36886.51,2169.79
CUST013170,25,36886.51,1475.46
CUST002205,22,36886.29,1676.65
CUST013996,22,36885.92,1676.63
CUST034264,19,36885.87,1941.36
CUST012627,19,36884.57,1941.29
CUST005744,18,36881.87,2048.99
CUST048358,22,36880.7,1676.4
CUST037494,24,36880.4,1536.68
CUST004746,17,36879.72,2169.4
CUST002645,22,36879.57,1676.34
CUST027327,20,36879.14,1843.96
CUST034892,12,36878.86,3073.24
CUST013856,21,36878.09,1756.1
CUST006904,25,36877.41,1475.1
CUST004514,26,36877.19,1418.35
CUST040603,19,36877.03,1940.9
CUST031421,15,36876.83,2458.46
CUST018026,22,36875.17,1676.14
CUST024597,18,36871.64,2048.42
CUST020940,17,36871.56,2168.92
CUST028960,14,36871.22,2633.66
CUST011513,21,36870.55,1755.74
CUST013567,20,36870.15,1843.51
CUST022156,15,36869.34,2457.96
CUST046098,19,36869.17,1940.48
CUST023226,22,36867.92,1675.81
CUST003677,19,36866.73,1940.35
CUST045841,18,36866.57,2048.14
CUST008275,20,36865.21,1843.26
CUST027932,19,36863.8,1940.2
CUST025679,14,36863.54,2633.11
CUST034899,19,36863.48,1940.18
CUST021855,13,36863.03,2835.62
CUST001718,22,36862.91,1675.59
CUST026710,18,36862.62,2047.92
CUST011715,26,36862.45,1417.79
CUST036523,21,36861.29,1755.3
CUST012608,18,36860.74,2047.82
CUST012409,16,36860.55,2303.78
CUST043392,19,36859.96,1940.0
CUST032194,15,36859.63,2457.31
CUST017540,21,36858.73,1755.18
CUST020737,26,36858.32,1417.63
CUST006081,20,36858.31,1842.92
CUST006360,17,36857.36,2168.08
CUST003097,23,36857.05,1602.48
CUST007449,23,36856.81,1602.47
CUST009072,21,36855.45,1755.02
CUST035228,20,36855.22,1842.76
CUST014823,23,36855.13,1602.4
CUST025956,24,36854.55,1535.61
CUST011882,24,36854.35,1535.6
CUST030704,24,36853.78,1535.57
CUST024477,15,36850.66,2456.71
CUST024673,13,36848.64,2834.51
CUST014522,19,36848.01,1939.37
CUST042958,17,36847.88,2167.52
CUST031916,17,36844.7,2167.34
CUST016272,18,36844.17,2046.9
CUST020307,25,36844.14,1473.77
CUST043346,15,36843.41,2456.23
CUST000475,15,36843.05,2456.2
CUST040350,19,36842.93,1939.1
CUST003314,23,36841.75,1601.82
CUST029230,20,36839.02,1841.95
CUST005064,18,36838.16,2046.56
CUST036152,16,36837.05,2302.32
CUST010379,22,36831.56,1674.16
CUST029317,16,36830.74,2301.92
CUST012366,15,36830.67,2455.38
CUST001526,21,36829.93,1753.81
CUST014710,21,36829.21,1753.77
CUST042113,22,36827.38,1673.97
CUST046061,18,36823.09,2045.73
CUST023001,22,36823.09,1673.78
CUST048225,20,36822.28,1841.11
CUST000728,21,36822.11,1753.43
CUST019279,19,36821.58,1937.98
CUST016472,23,36821.27,1600.92
CUST036084,19,36820.99,1937.95
CUST018947,22,36819.21,1673.6
CUST038503,18,36818.13,2045.45
CUST018572,24,36818.12,1534.09
CUST026454,22,36818.08,1673.55
CUST004325,23,36815.45,1600.67
CUST007805,21,36815.21,1753.11
CUST011310,24,36813.96,1533.92
CUST008108,26,36813.84,1415.92
CUST043680,21,36813.74,1753.04
CUST048508,14,36813.47,2629.53
CUST037005,12,36812.48,3067.71
CUST009686,19,36812.46,1937.5
CUST026546,24,36812.0,1533.83
CUST049660,22,36811.9,1673.27
CUST009180,22,36811.64,1673.26
CUST019298,14,36809.62,2629.26
CUST002442,22,36807.4,1673.06
CUST012908,23,36806.82,1600.3
CUST007647,26,36806.53,1415.64
CUST037100,23,36806.51,1600.28
CUST000467,20,36806.0,1840.3
CUST049566,19,36804.14,1937.06
CUST041287,24,36803.95,1533.5
CUST029859,20,36802.79,1840.14
CUST035495,24,36802.69,1533.45
CUST008758,15,36802.69,2453.51
CUST025439,17,36802.43,2164.85
CUST046574,21,36801.69,1752.46
CUST016230,22,36801.5,1672.8
CUST046737,16,36801.4,2300.09
CUST030730,23,36799.94,1600.0
CUST046871,21,36798.45,1752.31
CUST048255,26,36798.4,1415.32
CUST044513,15,36797.38,2453.16
CUST023637,27,36796.94,1362.85
CUST042230,24,36796.54,1533.19
CUST025709,20,36796.44,1839.82
CUST006276,18,36796.42,2044.25
CUST036394,18,36795.71,2044.21
CUST020430,15,36794.38,2452.96
CUST028284,16,36794.32,2299.65
CUST028415,14,36793.51,2628.11
CUST024320,23,36791.63,1599.64
CUST017580,23,36791.61,1599.64
CUST009876,20,36790.22,1839.51
CUST040462,20,36789.88,1839.49
CUST026158,19,36789.58,1936.29
CUST030131,20,36787.94,1839.4
CUST011529,12,36787.61,3065.63
CUST031984,25,36786.76,1471.47
CUST016457,17,36786.14,2163.89
CUST048602,15,36785.44,2452.36
CUST028495,16,36785.26,2299.08
CUST003863,24,36784.48,1532.69
CUST040849,21,36783.45,1751.59
CUST031067,15,36782.75,2452.18
CUST033810,16,36781.98,2298.87
CUST026196,21,36781.3,1751.49
CUST018666,19,36779.78,1935.78
CUST016371,22,36779.55,1671.8
CUST035523,15,36777.44,2451.83
CUST044454,12,36776.91,3064.74
CUST029050,30,36776.42,1225.88
CUST040233,20,36775.77,1838.79
CUST045485,18,36775.53,2043.09
CUST021527,19,36774.86,1935.52
CUST013272,13,36773.59,2828.74
CUST002635,33,36773.29,1114.34
CUST026650,11,36772.68,3342.97
CUST008329,20,36770.62,1838.53
CUST004054,17,36770.48,2162.97
CUST032480,21,36770.31,1750.97
CUST046966,22,36769.61,1671.35
CUST021546,19,36768.77,1935.2
CUST028604,25,36767.24,1470.69
CUST014023,16,36766.06,2297.88
CUST014961,21,36765.81,1750.75
CUST032946,23,36763.88,1598.43
CUST049141,15,36761.72,2450.78
CUST001520,16,36761.38,2297.59
CUST040888,19,36760.22,1934.75
CUST016923,17,36759.41,2162.32
CUST044819,21,36759.06,1750.43
CUST021720,18,36757.12,2042.06
CUST049998,15,36756.97,2450.46
CUST024654,18,36756.42,2042.02
CUST003126,23,36755.75,1598.08
CUST005394,27,36755.66,1361.32
CUST010668,26,36752.21,1413.55
CUST030597,25,36751.85,1470.07
CUST033368,19,36750.76,1934.25
CUST049699,13,36750.61,2826.97
CUST008269,20,36750.02,1837.5
CUST031583,16,36749.78,2296.86
CUST016892,21,36749.38,1749.97
CUST023299,23,36748.99,1597.78
CUST043824,19,36747.06,1934.06
CUST014604,14,36745.6,2624.69
CUST049854,21,36745.21,1749.77
CUST044707,25,36744.81,1469.79
CUST004500,22,36743.5,1670.16
CUST028433,21,36741.47,1749.59
CUST009966,17,36740.54,2161.21
CUST028826,21,36740.1,1749.53
CUST045067,14,36740.04,2624.29
CUST039722,21,36738.07,1749.43
CUST044539,21,36738.04,1749.43
CUST018267,20,36737.83,1836.89
CUST014589,20,36737.65,1836.88
CUST038427,25,36735.27,1469.41
CUST002943,20,36735.27,1836.76
CUST035092,22,36734.53,1669.75
CUST045957,15,36730.79,2448.72
CUST040892,18,36730.56,2040.59
CUST037186,19,36730.35,1933.18
CUST006621,26,36729.88,1412.69
CUST002778,26,36729.42,1412.67
CUST005320,15,36728.59,2448.57
CUST046072,21,36727.9,1748.95
CUST046218,17,36727.78,2160.46
CUST040074,22,36727.65,1669.44
CUST030630,16,36726.63,2295.41
CUST030987,16,36723.98,2295.25
CUST016177,17,36723.53,2160.21
CUST040290,23,36722.8,1596.64
CUST025556,22,36722.35,1669.2
CUST025329,22,36722.25,1669.19
CUST044929,13,36721.29,2824.71
CUST042386,19,36721.08,1932.69
CUST008891,17,36720.6,2160.04
CUST027660,19,36719.74,1932.62
CUST030909,22,36719.62,1669.07
CUST034904,24,36718.91,1529.95
CUST027911,18,36718.11,2039.9
CUST025029,22,36718.02,1669.0
CUST049088,12,36717.3,3059.77
CUST046500,15,36716.85,2447.79
CUST008956,27,36716.43,1359.87
CUST008076,25,36716.43,1468.66
CUST004923,28,36716.33,1311.3
CUST044969,20,36715.65,1835.78
CUST030858,17,36713.35,2159.61
CUST036804,20,36712.92,1835.65
CUST015923,21,36712.4,1748.21
CUST046845,29,36712.14,1265.94
CUST020340,15,36711.83,2447.46
CUST017445,13,36711.59,2823.97
CUST037972,14,36710.88,2622.21
CUST048949,19,36710.72,1932.14
CUST012286,20,36710.38,1835.52
CUST048769,19,36710.35,1932.12
CUST031157,28,36709.04,1311.04
CUST045414,27,36708.95,1359.59
CUST010216,21,36708.88,1748.04
CUST006382,27,36708.57,1359.58
CUST032191,17,36708.25,2159.31
CUST024306,21,36707.2,1747.96
CUST004704,18,36707.19,2039.29
CUST009206,22,36706.7,1668.49
CUST013945,25,36706.35,1468.25
CUST002654,25,36706.14,1468.25
CUST033598,18,36705.88,2039.22
CUST032745,20,36705.66,1835.28
CUST048001,20,36705.59,1835.28
CUST029235,17,36704.24,2159.07
CUST032753,20,36702.95,1835.15
CUST046398,21,36701.7,1747.7
CUST017027,24,36701.58,1529.23
CUST020556,22,36700.7,1668.21
CUST041753,24,36700.46,1529.19
CUST047701,21,36700.32,1747.63
CUST039494,18,36700.14,2038.9
CUST009933,23,36699.0,1595.61
CUST017622,25,36698.57,1467.94
CUST032774,13,36698.02,2822.92
CUST023590,23,36696.33,1595.49
CUST010037,23,36693.28,1595.36
CUST049867,20,36693.24,1834.66
CUST038198,18,36692.66,2038.48
CUST045259,19,36691.91,1931.15
CUST039037,19,36691.72,1931.14
CUST018858,21,36691.0,1747.19
CUST042095,21,36690.23,1747.15
CUST001404,20,36690.1,1834.51
CUST013630,17,36690.05,2158.24
CUST010031,19,36689.39,1931.02
CUST047323,19,36688.67,1930.98
CUST047463,17,36687.98,2158.12
CUST037190,23,36687.09,1595.09
CUST044035,18,36687.07,2038.17
CUST023763,19,36686.88,1930.89
CUST016062,16,36686.85,2292.93
CUST011931,20,36686.31,1834.32
CUST028486,23,36685.38,1595.02
CUST046449,17,36685.32,2157.96
CUST009545,21,36685.09,1746.91
CUST032923,19,36685.07,1930.79
CUST011911,9,36683.61,4075.96
CUST008033,24,36682.53,1528.44
CUST006429,23,36682.13,1594.88
CUST026056,22,36674.37,1667.02
CUST000665,21,36674.34,1746.4
CUST030142,26,36674.09,1410.54
CUST027004,27,36673.3,1358.27
CUST021548,24,36673.18,1528.05
CUST020860,18,36673.17,2037.4
CUST016461,21,36673.03,1746.33
CUST039604,20,36672.14,1833.61
CUST013146,16,36671.9,2291.99
CUST011055,21,36671.84,1746.28
CUST012802,23,36671.03,1594.39
CUST026489,19,36670.47,1930.02
CUST010133,19,36668.98,1929.95
CUST048918,25,36667.61,1466.7
CUST022757,17,36667.35,2156.9
CUST010073,27,36663.89,1357.92
CUST016999,19,36663.1,1929.64
CUST041394,20,36662.9,1833.14
CUST015846,20,36662.83,1833.14
CUST015543,15,36662.68,2444.18
CUST021213,21,36661.16,1745.77
CUST002527,19,36660.99,1929.53
CUST047846,13,36659.23,2819.94
CUST012181,20,36658.03,1832.9
CUST041052,21,36654.38,1745.45
CUST004188,18,36654.0,2036.33
CUST029623,24,36653.56,1527.23
CUST010159,24,36653.49,1527.23
CUST013177,18,36652.43,2036.25
CUST025125,18,36650.87,2036.16
CUST006585,22,36647.39,1665.79
CUST041316,21,36646.73,1745.08
CUST027156,25,36646.22,1465.85
CUST048993,20,36645.55,1832.28
CUST039447,18,36645.4,2035.86
CUST023885,17,36644.75,2155.57
CUST047261,15,36643.93,2442.93
CUST041223,23,36643.88,1593.21
CUST032995,24,36643.77,1526.82
CUST040918,16,36643.46,2290.22
CUST025303,24,36641.83,1526.74
CUST000428,18,36641.56,2035.64
CUST017604,16,36640.08,2290.01
CUST047217,16,36639.15,2289.95
CUST019666,16,36638.79,2289.92
CUST004758,28,36638.72,1308.53
CUST009632,22,36637.69,1665.35
CUST034269,22,36637.22,1665.33
CUST004719,13,36636.92,2818.22
CUST012894,17,36636.29,2155.08
CUST043816,23,36635.77,1592.86
CUST038883,16,36635.72,2289.73
CUST041725,18,36635.34,2035.3
CUST009147,19,36633.81,1928.1
CUST002697,18,36633.65,2035.2
CUST045839,19,36633.64,1928.09
CUST023360,26,36633.56,1408.98
CUST046304,23,36633.2,1592.75
CUST047078,17,36631.72,2154.81
CUST001834,23,36627.02,1592.48
CUST042376,22,36626.65,1664.85
CUST032949,20,36625.22,1831.26
CUST047682,16,36624.58,2289.04
CUST005161,14,36623.63,2615.97
CUST017356,10,36623.62,3662.36
CUST027160,16,36623.38,2288.96
CUST038573,18,36622.49,2034.58
CUST023872,18,36621.74,2034.54
CUST034660,23,36621.54,1592.24
CUST027595,22,36620.61,1664.57
CUST015940,17,36620.12,2154.12
CUST005790,18,36619.09,2034.39
CUST007988,16,36618.27,2288.64
CUST030085,25,36615.52,1464.62
CUST047156,21,36615.26,1743.58
CUST021305,20,36614.65,1830.73
CUST031297,23,36613.35,1591.88
CUST015576,13,36612.42,2816.34
CUST046821,28,36610.13,1307.5
CUST023217,19,36609.78,1926.83
CUST046747,20,36608.62,1830.43
CUST047301,21,36607.68,1743.22
CUST022123,19,36607.67,1926.72
CUST042594,22,36607.34,1663.97
CUST004441,16,36605.88,2287.87
CUST012951,14,36604.48,2614.61
CUST032948,19,36604.3,1926.54
CUST028012,16,36598.78,2287.42
CUST019901,15,36598.4,2439.89
CUST016620,18,36598.28,2033.24
CUST014588,18,36597.89,2033.22
CUST043551,20,36597.34,1829.87
CUST004797,25,36596.74,1463.87
CUST022455,17,36596.43,2152.73
CUST039256,24,36595.85,1524.83
CUST047076,24,36595.4,1524.81
CUST034954,22,36594.88,1663.4
CUST026224,21,36594.26,1742.58
CUST012079,19,36594.08,1926.0
CUST044193,16,36593.31,2287.08
CUST025193,21,36592.58,1742.5
CUST010767,16,36591.67,2286.98
CUST036373,16,36591.38,2286.96
CUST026359,19,36591.28,1925.86
CUST004492,17,36591.12,2152.42
CUST023104,25,36590.53,1463.62
CUST031709,19,36589.01,1925.74
CUST007011,21,36588.7,1742.32
CUST006602,17,36588.58,2152.27
CUST043517,17,36587.56,2152.21
CUST029105,22,36587.18,1663.05
CUST007838,17,36586.98,2152.18
CUST013116,20,36586.82,1829.34
CUST041967,22,36585.24,1662.97
CUST016692,19,36584.48,1925.5
CUST015393,27,36583.84,1354.96
CUST009480,17,36583.08,2151.95
CUST007875,16,36582.89,2286.43
CUST009036,16,36582.37,2286.4
CUST027869,23,36581.65,1590.51
CUST028965,23,36580.39,1590.45
CUST046309,23,36580.23,1590.44
CUST035748,23,36579.88,1590.43
CUST019805,22,36578.83,1662.67
CUST017438,24,36578.2,1524.09
CUST045238,19,36578.11,1925.16
CUST023430,26,36578.1,1406.85
CUST030529,17,36577.98,2151.65
CUST003796,23,36577.52,1590.33
CUST026194,19,36576.98,1925.1
CUST029303,18,36576.91,2032.05
CUST041599,23,36576.63,1590.29
CUST005106,18,36576.39,2032.02
CUST049737,18,36575.21,2031.96
CUST006985,24,36574.33,1523.93
CUST021521,23,36573.3,1590.14
CUST044111,18,36572.77,2031.82
CUST003109,23,36572.57,1590.11
CUST040706,17,36571.77,2151.28
